x	y	z
723381.65	7461020.6	1.2868
723379.5565	7460944.165	1.2104
723329.4	7460941.65	1.0789
723578.4485	7459708.935	1.1297
723561.9	7459616	0.9658
723484.691	7459738.098	1.1396
723458.6	7459649	0.9895
723771.018	7459973.65	1.9345
723789.322	7460121.74	1.2262
723780.17	7460047.695	1.5625
723819.711	7460189.37	0.9728
723850.1	7460257	0.8851
723705.781	7459968.09	2.0543
723727.853	7460133.45	1.3924
723716.817	7460050.77	1.8082
723772.0788	7460209.003	1.0488
723816.3045	7460284.555	0.9064
723594.997	7459801.87	1.4721
723617.7705	7459882.2	1.9319
723510.782	7459827.195	1.4218
723544.4385	7459905.618	1.8863
723640.544	7459962.53	2.1361
723653.464	7460053.845	2.0102
723578.095	7459984.04	2.1481
722761.7	7463769.725	0.85
722757.9	7463778.05	0.8
722821.55	7463797.4	0.85
722765.5	7463761.4	0.78
722817.4	7463806.4	0.8
722825.7	7463788.4	0.78
721942.25	7464028.65	0.722
721937.1	7464038.9	0.715
721947.4	7464018.4	0.712
721922.625	7464029.525	0.722
721917.4	7464038.9	0.715
721927.85	7464020.15	0.712
722790.05	7464107.15	1.2
722784.9	7464116.5	1.1
722795.2	7464097.8	1.1
722726.025	7464071.5	1.2
722718.75	7464084.15	1.1
722733.3	7464058.85	1.1
723499.963	7460872.23	1.6414
723555	7460878	1.2628
723554.2523	7460801.038	1.3479
723612.5	7460808.5	1.0499
723496.0045	7460793.575	1.6035
723444.926	7460866.46	1.5436
723377.463	7460867.73	1.2398
723310	7460869	1.0639
723433.4935	7460799.12	1.412
723371.7467	7460803.56	1.1221
723310	7460808	1.0263
723390.9335	7459767.26	1.1046
723355.3	7459682	0.9908
723304.8603	7459835.558	1.1571
723248.65	7459766.5	0.9919
723724.4465	7460228.635	1.169
723782.509	7460312.11	0.9057
723678.0953	7460253.358	1.3931
723738.2545	7460328.255	1.0256
723426.567	7459852.52	1.3952
723471.1065	7459929.035	1.8342
723361.0705	7459904.615	1.324
723417.738	7459975.75	1.7383
723666.384	7460145.16	1.6606
723515.646	7460005.55	2.1687
723617.936	7460178.46	1.9707
723474.4055	7460046.885	2.1986
723591.015	7460075.355	2.1877
723546.1707	7460112.673	2.3932
722701.85	7463742.05	0.85
722698.4	7463749.7	0.8
722705.3	7463734.4	0.78
722640.275	7463709.525	0.85
722634.75	7463718.55	0.8
722645.8	7463700.5	0.78
721836.775	7464025	0.7179
721854.95	7464010.35	0.717
721818.6	7464039.65	0.7197
721854.2	7464031.95	0.7162
721845.6	7464039	0.717
721862.8	7464024.9	0.7159
721903	7464030.4	0.722
721897.7	7464038.9	0.715
721908.3	7464021.9	0.712
721885.525	7464007.55	0.722
721872.4	7464017.35	0.715
721898.65	7463997.75	0.712
722662	7464035.85	1.2
722652.6	7464051.8	1.1
722671.4	7464019.9	1.1
722577.775	7463984.725	1.2
722568.15	7464000.65	1.1
722587.4	7463968.8	1.1
723608.5415	7460729.845	1.1454
723670	7460739	0.9781
723617.3735	7460650.003	1.1888
723682	7460649	1.0448
723547.083	7460720.69	1.5228
723552.747	7460651.005	1.5445
723484.572	7460726.235	1.6552
723489.1578	7460659.01	1.6124
723422.061	7460731.78	1.3334
723425.5685	7460667.015	1.3413
723366.0305	7460739.39	1.0959
723310	7460747	1.0046
723364.7843	7460679.508	1.0767
723304	7460692	0.998
723626.2055	7460570.16	1.2996
723694	7460559	1.172
723608.2343	7460492.84	1.508
723671.5	7460471.5	1.208
723218.787	7459903.855	1.0563
723142	7459851	1.0019
723174.0705	7459984.963	1.0057
723092.2	7459946.65	0.9293
723649	7460384	1.4471
723631.744	7460278.08	1.664
723694	7460344.4	1.2361
723567.44	7460338.735	1.7206
723590.263	7460415.52	1.6118
723599.592	7460308.408	1.7595
723671.5	7460364.2	1.3592
723295.574	7459956.71	1.1994
723364.3695	7460022.465	1.6163
723255.941	7460023.275	1.1517
723325.764	7460078.558	1.5529
723569.488	7460211.76	2.2809
723433.165	7460088.22	2.177
723501.3265	7460149.99	2.5295
723527.684	7460252.615	2.4713
723395.587	7460133.84	2.2242
723461.6355	7460193.228	2.7951
722578.7	7463677	0.85
722571.1	7463687.4	0.8
722586.3	7463666.6	0.78
722520.2	7463643.8	0.85
722507.4	7463654.2	0.8
722533	7463633.4	0.78
721715.8358	7464043.498	0.7243
721760.45	7464060.85	0.7214
721682.95	7464070.55	0.7259
721729.3	7464081.4	0.721
721671.2215	7464026.145	0.7333
721636.6	7464059.7	0.74
721622.4	7464020.35	0.7533
721791.6	7464040.3	0.7217
721748.7215	7464016.445	0.7274
721819.35	7464018.05	0.7204
721772.9078	7463990.473	0.7308
721847.1	7463995.8	0.715
721797.094	7463964.5	0.7291
721868.05	7463984.7	0.7217
721829.1555	7463946.423	0.7311
721889	7463973.6	0.712
721861.217	7463928.345	0.7493
721912.9085	7463922.823	0.7941
721928.2	7463967.05	0.7665
721964.6	7463917.3	0.8545
721967.4	7463960.5	0.8075
722493.55	7463933.6	1.2
722483.7	7463949.5	1.1
722503.4	7463917.7	1.1
722397.575	7463871.025	1.2
722387.35	7463887.3	1.1
722407.8	7463854.75	1.1
723129.354	7460066.07	0.9597
723042.4	7460042.3	0.9014
723138.9023	7460154.53	1.0033
723073.85	7460155.95	0.9891
723558.411	7460581.32	1.6369
723544.9685	7460514.18	1.6733
723493.7435	7460591.785	1.6195
723483.8795	7460525.435	1.5594
723429.076	7460602.25	1.3561
723422.7905	7460536.69	1.2848
723363.538	7460619.625	1.1208
723298	7460637	1.036
723361.3953	7460551.095	1.1943
723300	7460565.5	1.2801
723531.526	7460447.04	1.6272
723474.0155	7460459.085	1.4441
723508.703	7460370.255	1.7639
723453.7238	7460391.915	1.7318
723216.308	7460089.84	1.0464
723287.1585	7460134.65	1.4971
723203.9545	7460153.11	1.0736
723265.523	7460190.34	1.6375
723485.88	7460293.47	2.5549
723358.009	7460179.46	2.3039
723433.432	7460324.745	2.8267
723421.9445	7460236.465	3.0303
723327.0915	7460227.57	2.5138
723380.2618	7460276.158	3.2646
722317.8	7463591.75	0.7646
722382.75	7463631.05	0.8458
722262.75	7463615	0.8729
722321.8	7463641.1	0.8449
722680.5	7463416	0.7253
722443.7	7463621	0.8
722372.85	7463568.5	0.7458
722461.7	7463610.6	0.85
722409.35	7463549.05	0.728
722479.7	7463600.2	0.78
722445.85	7463529.6	0.7106
722591	7463450.5	0.7096
722621	7463503	0.7429
722518.425	7463490.05	0.7109
722550.35	7463551.6	0.765
721705.843	7463992.59	0.7334
721726.4655	7463962.895	0.7378
721657.0215	7463986.795	0.7393
721608.2	7463981	0.7567
721667.3828	7463945.873	0.7424
721608.3	7463928.85	0.7537
721747.088	7463933.2	0.7386
721677.744	7463904.95	0.7424
721790.261	7463908.145	0.7339
721731.3118	7463872.468	0.7367
721833.434	7463883.09	0.753
721784.8795	7463839.985	0.7453
721897.617	7463878.595	0.8207
721961.8	7463874.1	0.901
721862.0148	7463824.943	0.8296
721939.15	7463809.9	0.9501
722301.6	7463808.45	1.2
722291	7463825.1	1.1
722312.2	7463791.8	1.1
722208.6	7463747.625	1.2
722196.55	7463764.55	1.1
722220.65	7463730.7	1.1
723148.4505	7460242.99	1.3734
723105.3	7460269.6	1.3815
723143.15	7460311.75	1.9535
723191.601	7460216.38	1.384
723243.8875	7460246.03	2.0407
723186.3005	7460285.14	2.1063
723227.044	7460300.71	2.7618
723416.505	7460471.13	1.258
723398.7445	7460413.575	1.5755
723359.2525	7460482.565	1.5121
723302	7460494	2.0259
723341.6723	7460431.763	2.3756
723284.6	7460449.95	3.3266
723380.984	7460356.02	2.9246
723296.174	7460275.68	2.8707
723324.092	7460380.96	3.7766
723338.579	7460315.85	3.6297
723267.7875	7460316.28	3.2397
723295.9397	7460348.62	4.1827
722302	7463516	0.7578
722252.85	7463552.45	0.811
722203.7	7463588.9	0.9262
722286.5	7463441.5	0.7687
722357	7463487.5	0.7313
722223.975	7463495.075	0.7979
722161.45	7463548.65	0.8918
722650.5	7463363.5	0.7131
722740	7463329	0.7318
722629.5	7463295.75	0.7225
722740	7463258.5	0.7442
722561	7463398	0.7076
722412	7463459	0.7136
722486.5	7463428.5	0.7087
722519	7463333	0.7207
722341.5	7463413	0.7453
722430.25	7463373	0.7245
721608.4	7463876.7	0.7515
721672.3625	7463836.79	0.7429
721598.8378	7463794.01	0.7443
721525.2	7463846.35	0.7582
721736.325	7463796.88	0.7425
721826.4125	7463771.29	0.8367
721672.4755	7463741.67	0.7438
721916.5	7463745.7	0.9983
721769.9378	7463712.735	0.8275
721867.4	7463683.8	0.9905
722115.6	7463686.8	1.2
722102.1	7463704	1.1
722129.1	7463669.6	1.1
722019.95	7463622.425	1.2
722007.7	7463640.2	1.1
722032.2	7463604.65	1.1
721525.313	7463751.23	0.7444
721442	7463816	0.7584
721432.7323	7463717.778	0.7487
721336.6	7463792.3	0.7582
723181	7460353.9	3.0968
723210.2005	7460355.39	3.516
723188.5503	7460383.62	3.5657
723168.95	7460373.1	3.181
723239.401	7460356.88	3.9197
723267.2	7460405.9	4.3157
723253.3005	7460381.39	4.3786
723208.1505	7460394.14	3.8825
723222.4752	7460414.37	4.039
723236.8	7460434.6	3.9148
722195.1	7463437.7	0.809
722119.2	7463508.4	0.8967
722104.55	7463386.35	0.858
722035.1	7463478.2	0.973
722608.5	7463228	0.7439
722740	7463188	0.766
722583.5	7463147.525	0.783
722747	7463102.55	0.801
722271	7463367	0.7802
722477	7463268	0.7408
722174	7463294.5	0.8328
722420	7463192.5	0.7792
722374	7463317.5	0.7462
722297	7463243.5	0.7906
721608.626	7463686.46	0.7312
721713.463	7463654.18	0.8394
721528.8645	7463643.255	0.7387
721818.3	7463621.9	0.9876
721924.3	7463558.05	1.2
721913.3	7463576.4	1.1
721935.3	7463539.7	1.1
721639.0823	7463577.078	0.831
721749.3	7463510.9	1.0944
721834.175	7463466.075	1.2
721796.8	7463488.15	1.1
721871.55	7463444	1.1
721564.7015	7463499.975	0.8388
721449.103	7463600.05	0.7488
721340.1515	7463684.325	0.7568
721231.2	7463768.6	0.7621
721373.6385	7463525.945	0.7739
721254.1943	7463600.798	0.7752
721134.75	7463675.65	0.7709
723108.8	7460364.95	2.3177
723192.4	7460534.35	2.4794
723156.9	7460392.3	3.2399
723166.9	7460411.85	3.5699
723097.05	7460401.4	2.5031
723102.275	7460435.15	2.8042
723176.9	7460431.4	3.8039
723206.4	7460463.3	3.7019
723191.65	7460447.35	3.9208
723107.5	7460468.9	3.0114
723154.7	7460513.2	3.0017
723131.1	7460491.05	3.1583
723140.7	7460584.25	2.1588
723178.4	7460605.4	1.7228
723087.575	7460648.925	1.7827
723146.2	7460676.2	1.4669
723034.45	7460713.6	1.4638
723114	7460747	1.2204
722980.3	7460765.95	1.2557
723056.1	7460798.75	1.1345
722926.15	7460818.3	1.1251
722998.2	7460850.5	1.0447
722880.5	7460855.375	1.067
722834.85	7460892.45	1.0562
722952.95	7460873.7	1.0201
722907.7	7460896.9	1.0054
722823.5	7462885.55	0.8927
722014	7463335	0.8741
721951	7463448	0.921
721921.45	7463281.575	0.9165
721879.4	7463398.15	1.0314
722754	7463017.1	0.8578
722558.5	7463067.05	0.8356
722684.65	7462925	0.9102
722498.075	7462978.75	0.9093
722077	7463222	0.8692
722363	7463117	0.8307
721963.5	7463165	0.9224
722311.5	7463032.5	0.9019
722220	7463169.5	0.8443
722137.5	7463098.75	0.9074
721807.8	7463348.3	1.1
721828.9	7463228.15	0.9587
721744.05	7463374.1	1.2082
721711.9383	7463262.645	0.9679
721680.3	7463399.9	1.1
721594.9765	7463297.14	0.9407
721489.237	7463425.87	0.8561
721426.8175	7463325.048	0.8871
721298.174	7463451.84	0.8084
721168.237	7463517.27	0.7959
721258.6585	7463352.955	0.8467
721038.3	7463582.7	0.7829
721095.9043	7463419.403	0.8251
720933.15	7463485.85	0.8109
723048.95	7460374.05	1.7758
723060.7	7460337.6	1.6368
722950.65	7460351.25	1.2921
722981.35	7460296	1.212
723038.1	7460506.4	2.5861
723037.2	7460410.5	1.8882
723103	7460563.1	2.5201
723037.65	7460458.45	2.2374
722919.95	7460406.5	1.3746
723028.95	7460621.65	2.1882
723070.55	7460534.75	2.7594
722923.55	7460545.2	2.1587
722921.75	7460475.85	1.7572
722976.25	7460583.425	2.4784
722954.9	7460680.2	1.7217
722881.95	7460632.1	1.9835
722904.5	7460733.15	1.4579
722826.5	7460702.325	1.6959
722854.1	7460786.1	1.3029
722771.05	7460772.55	1.3933
722808.05	7460837.05	1.2346
722762	7460888	1.0846
722723.275	7460835.025	1.1591
722675.5	7460897.5	1.0429
722754.15	7462793.45	0.9366
722893	7462754	0.9236
722722.25	7462687.55	0.9739
722870.35	7462642.65	0.9578
722615.3	7462832.9	0.9631
722437.65	7462890.45	0.9777
722574.15	7462732.45	1.0183
722380.575	7462794.225	1.0572
721850	7463108	0.9617
722260	7462948	0.9823
722187	7462856	1.0834
722055	7463028	0.97
721679.8265	7463151.19	0.9553
721734	7463003	1.0031
721960.5	7462929.5	1.0399
721509.653	7463194.38	0.9526
721364.398	7463224.225	0.9144
721563.8265	7463046.19	0.9748
721376.0055	7463085.64	0.9561
721219.143	7463254.07	0.8822
721023.5715	7463321.535	0.8582
720828	7463389	0.7927
721188.1845	7463125.09	0.9286
720991.0923	7463189.295	0.8886
720794	7463253.5	0.8212
722690.35	7462581.65	1.0228
722847.7	7462531.3	0.9896
722644.675	7462457.825	1.0749
722782.35	7462417.65	1.0298
722599	7462334	1.1281
722717	7462304	1.056
722603.1405	7462196.14	1.1626
722852.35	7460328.45	1.2561
722902	7460254.4	1.0969
722706	7460286.65	1.3431
722759.65	7460206.55	1.0853
722559.65	7460244.85	1.4341
722617.3	7460158.7	1.1279
722380.3	7460134.375	1.3826
722466.1	7460035.25	1.1164
722802.7	7460402.5	1.4051
722652.35	7460366.75	1.6121
722805.85	7460493.25	1.6585
722634.425	7460467.125	1.7752
722809	7460584	1.9034
722748.5	7460671.5	1.7643
722616.5	7460567.5	1.7627
722565.425	7460658.85	1.5571
722688	7460759	1.3548
722638.5	7460833	1.1547
722514.35	7460750.2	1.229
722589	7460907	1.0185
722492.725	7460832.45	1.0877
722471.1	7460914.7	1.012
722533	7462632	1.0728
722323.5	7462698	1.1321
722507	7462498	1.135
722283.25	7462568.5	1.22
722114	7462764	1.1652
721866	7462831	1.11
722059.5	7462639	1.2669
721816	7462699	1.2118
721618	7462898	1.0278
721387.613	7462947.055	0.9999
721572.5	7462759	1.1216
721340.8815	7462809.993	1.0738
721157.226	7462996.11	0.9736
720958.613	7463057.055	0.932
721109.263	7462860.985	1.0292
720760	7463118	0.8819
720886.8815	7462928.743	0.9897
720664.5	7462996.5	0.9414
722481	7462364	1.1967
722243	7462439	1.3151
722485.1405	7462226.14	1.24
722229.8203	7462296.07	1.39
722489.281	7462088.28	1.1828
722216.6405	7462153.14	1.4412
722210.1155	7462009.923	1.436
722486.6405	7461947.14	1.067
722203.5905	7461866.705	1.4067
722484	7461806	0.9968
722206.9348	7461712.268	1.3434
722500	7461642	0.9541
722200.95	7460023.9	1.3885
722314.9	7459911.8	1.0506
721847.039	7459701.43	1.2879
722051	7459518	0.9669
722023.9945	7459862.665	1.3854
722182.95	7459714.9	0.9737
721835.5	7459419.5	1.0022
722502	7460331	1.7601
722463	7460441	1.8226
722294.5	7460233.5	1.7984
722229.9248	7460366.015	2.0086
722087	7460136	1.8862
721996.8495	7460291.03	2.0828
721865.039	7460010.43	1.83
721801.9688	7460201.38	2.0564
722210.279	7461557.83	1.2824
722516	7461478	0.9483
722209.7538	7461412.195	1.2718
722532	7461330	0.9615
722209.2285	7461266.56	1.3144
722548	7461182	0.9388
722141.061	7461134.465	1.4707
722450.6	7461052.2	1.0105
722424	7460551	1.67
722382.35	7460646.2	1.5031
722165.3495	7460498.53	1.8719
722112.7493	7460629.325	1.7575
722340.7	7460741.4	1.341
722353.2	7460922.4	1.1534
722072.8935	7461002.37	1.6091
722346.95	7460831.9	1.2245
722060.149	7460760.12	1.7165
722066.5213	7460881.245	1.6473
722005	7462514	1.3673
721766	7462567	1.3209
721974.5	7462366	1.4599
721733.685	7462421.923	1.4298
721527	7462620	1.2382
721294.15	7462672.93	1.1704
721492.87	7462477.845	1.3659
721236.253	7462535.278	1.2901
721061.3	7462725.86	1.1024
720815.15	7462800.43	1.0461
720979.636	7462592.71	1.2001
720569	7462875	0.9901
720729.318	7462657.105	1.1179
720479	7462721.5	0.9758
719466.5	7462746	0.9639
719617.1075	7462701.355	0.9582
719693	7462816	0.9128
719757.5538	7462663.178	0.9704
719832	7462774	0.926
719898	7462625	1.0035
719971	7462732	0.9355
720002.25	7462568	0.9469
720043.5	7462650	0.9354
720106.5	7462511	0.9488
720116	7462568	0.9394
721944	7462218	1.5362
721701.37	7462276.845	1.5228
721933.5905	7462072.705	1.5997
721668.7625	7462137.76	1.5963
721923.181	7461927.41	1.6395
721636.155	7461998.675	1.6569
721913.8695	7461782.535	1.6598
721617.8845	7461854.093	1.6956
721631.539	7459602.93	1.364
721620	7459321	1.0089
721384.522	7459623.133	1.5594
721354.5	7459357.5	1.0548
721904.558	7461637.66	1.6704
721599.614	7461709.51	1.7155
721887.5075	7461494.39	1.6819
721581.4808	7461563.738	1.7445
721643.078	7459884.86	1.7702
721607.088	7460111.73	1.9788
721414.544	7459888.765	1.864
721383.5908	7460116.518	1.956
721906.699	7460446.06	1.97
721571.098	7460338.6	1.9875
721843.1485	7460612.45	1.9029
721738.8985	7460392.33	1.98
721414.3245	7460558.775	1.9472
721352.6375	7460344.27	1.9678
721628.7365	7460585.613	1.9185
721870.457	7461351.12	1.6958
721563.3475	7461417.965	1.769
721831.522	7461216.73	1.7638
721537.1203	7461270.013	1.7948
721792.587	7461082.34	1.82
721779.598	7460778.84	1.8708
721510.893	7461122.06	1.8257
721786.0925	7460930.59	1.8491
721518.5745	7460778.895	1.9075
721514.7338	7460950.478	1.869
721458.74	7462335.69	1.4874
721178.356	7462397.625	1.4279
721403.9345	7462202.815	1.5909
721122.4603	7462261.048	1.5585
719390.6075	7462631.355	0.9865
719240	7462676	0.9356
719294.8038	7462547.678	1.0208
719117	7462610.5	0.9162
720897.972	7462459.56	1.3223
720643.486	7462513.78	1.1835
720840.986	7462319.28	1.4601
720389	7462568	1.0339
720532.493	7462380.64	1.2397
720224	7462442	1.003
719541.215	7462586.71	1.0393
719683.1075	7462552.355	1.0501
719472.6075	7462484.855	1.0895
719627.1105	7462442.65	1.1242
719825	7462518	1.04
719961	7462486	0.9741
719781.6135	7462400.445	1.0987
720097	7462454	0.9668
719929.8068	7462392.723	1.0192
720078	7462385	1.0015
721137.505	7459643.335	1.6577
721089	7459394	1.1223
720921.075	7459714.548	1.8644
720871.5	7459487.5	1.2434
720704.645	7459785.76	1.9898
720654	7459581	1.4712
720551.5335	7459772.575	1.9591
720540.5	7459529	1.284
721349.129	7462069.94	1.6774
721066.5645	7462124.47	1.6753
721321.8995	7461925.65	1.7419
721039.6998	7461982.325	1.7723
721294.67	7461781.36	1.7849
721012.835	7461840.18	1.8416
721275.454	7461633.085	1.8133
720991.424	7461685.965	1.8828
721186.01	7459892.67	2.0478
721160.0935	7460121.305	2.0147
720970.65	7459941.595	2.1701
720950.2097	7460172.095	2.054
721256.238	7461484.81	1.8139
720970.013	7461531.75	1.8752
721242.7185	7461323.295	1.7935
720961.1115	7461366.045	1.8396
721134.177	7460349.94	1.9428
720929.7695	7460402.595	1.9293
721195.864	7460564.445	1.9048
720953.397	7460613.168	1.8508
721257.551	7460778.95	1.8777
721229.199	7461161.78	1.7916
720952.21	7461200.34	1.8064
721243.375	7460970.365	1.8228
720977.0245	7460823.74	1.7963
720964.6173	7461012.04	1.7828
718838	7462471.5	0.9273
718994	7462545	0.9262
719199	7462464	1.0314
718982.2075	7462388.395	1.0356
719164.1038	7462323.948	1.1294
720784	7462179	1.5884
720421.5	7462247.5	1.3162
720757.5	7462039	1.706
720421	7462094	1.5496
719404	7462383	1.1491
719571.1135	7462332.945	1.202
719346	7462259.5	1.2324
719521.3068	7462206.723	1.3118
720059	7462316	1.0419
719738.227	7462282.89	1.1869
720084.5	7462149	1.3011
719898.6135	7462299.445	1.0969
719696.6135	7462153.945	1.3481
719890.5568	7462151.473	1.2848
720398.422	7459759.39	1.9429
720427	7459477	1.0694
720250.9238	7459767.615	1.961
720323	7459515.5	1.3052
720755.29	7459990.52	2.1666
720740.326	7460222.885	2.0452
720562.567	7460016.15	2.1605
720531.3065	7460245.395	2.0844
720369.844	7460041.78	2.2132
720322.287	7460267.905	2.1449
720178.8475	7460019.73	2.2178
720132.58	7460238.248	2.1711
720731	7461899	1.8104
720420.5	7461940.5	1.7746
720707.394	7461738.845	1.9196
720414.5775	7461775.21	1.9738
720683.788	7461578.69	1.9528
720408.655	7461609.92	2.0776
720679.5045	7461408.795	1.935
720402.4833	7461437.105	2.0932
720725.362	7460455.25	1.956
720710.93	7460661.89	1.9105
720500.046	7460474.64	2.0276
720465.9473	7460681.55	2.0081
720675.221	7461238.9	1.9171
720696.498	7460868.53	1.8962
720396.3115	7461264.29	2.0666
720685.8595	7461053.715	1.9015
720431.8485	7460888.46	2.0334
720414.08	7461076.375	2.0458
718826.2075	7462314.895	1.0006
718682	7462398	0.9312
718749.2168	7462167.473	1.0676
718592	7462239.5	0.9747
718970.415	7462231.79	1.1235
719129.2075	7462183.895	1.2155
718906.4335	7462095.445	1.1737
719071.3283	7462054.475	1.2719
720103.4255	7459775.84	2.0336
720219	7459554	1.4321
719746.5675	7459651.835	1.6943
719947	7459410	1.3058
719924.9965	7459713.838	1.8724
720083	7459482	1.3507
719717	7459399	1.2398
719288	7462136	1.3088
719655	7462025	1.5052
720110	7461982	1.6567
719471.5	7462080.5	1.4154
720121.761	7461811.575	1.8865
719882.5	7462003.5	1.5252
719236.223	7462013.505	1.3665
719629.593	7461852.82	1.6409
719432.908	7461933.163	1.5147
719875.677	7461832.198	1.7165
719987.851	7459997.68	2.1775
719942.873	7460208.59	2.1458
719766.993	7459945.675	2.0701
719722.4368	7460172.708	2.1126
720274.73	7460494.03	2.1128
719897.895	7460419.5	2.0785
720220.9645	7460701.21	2.0833
720086.3125	7460456.765	2.1106
719756.3915	7460639.585	1.9639
719677.8805	7460399.74	2.0521
719988.678	7460670.398	2.0208
720133.522	7461641.15	2.0005
720125.462	7461465.415	2.0613
719868.854	7461660.895	1.787
719862.7005	7461474.7	1.8658
720117.402	7461289.68	2.093
720167.199	7460908.39	2.104
719856.547	7461288.505	1.9306
720142.3005	7461099.035	2.1089
719891.0435	7460884.03	1.9915
719873.7953	7461086.268	2.001
719394.316	7461785.825	1.5832
718672.226	7462020.05	1.0913
718502	7462081	0.9984
718618.363	7461854.025	1.0951
718564.5	7461688	1.043
718474.5	7461925.5	1.001
718447	7461770	0.9675
718842.452	7461959.1	1.1974
719184.446	7461891.01	1.3969
719013.449	7461925.055	1.2906
718762.226	7461782.55	1.1802
719137.3385	7461733.03	1.4181
718949.7823	7461757.79	1.2951
719516.5675	7459640.835	1.6278
719487	7459388	1.2685
719262.733	7459674.385	1.5418
719227.5	7459438	1.1843
719008.8985	7459707.935	1.4481
718968	7459488	1.1633
718765.506	7459710.513	1.3765
718722.0036	7459486.645	1.1011
718522.1136	7459713.09	1.3875
718476.0072	7459485.29	1.1495
718287.3365	7459705.998	1.3759
718227.4301	7459484.6	1.1369
718052.5595	7459698.905	1.3208
717978.853	7459483.91	1.096
717851.6223	7459720.733	1.2839
717788.491	7459521.325	1.0853
717135.4148	7459777.623	0.9676
717160.4037	7459641.225	0.9487
716975.2402	7459785.781	0.973
717025.6015	7459656.999	0.9548
717295.5895	7459769.465	1.0017
717650.685	7459742.56	1.199
717295.206	7459625.45	0.9569
717598.129	7459558.74	1.0404
717473.1373	7459756.013	1.0844
717446.6675	7459592.095	0.9912
719546.135	7459893.67	1.9684
719502.0005	7460136.825	2.0563
719297.966	7459910.77	1.844
719276.9423	7460154.705	1.9677
719604.186	7461680.64	1.7068
719599.939	7461483.985	1.7932
719347.2085	7461627.845	1.6264
719342.8325	7461449.518	1.7262
719457.866	7460379.98	2.0021
719255.9185	7460398.64	1.9253
719536.377	7460619.825	1.9111
719297.2355	7460632.008	1.8483
719614.888	7460859.67	1.9174
719595.692	7461287.33	1.8911
719338.4565	7461271.19	1.8265
719605.29	7461073.5	1.9478
719338.5525	7460865.375	1.8552
719338.5045	7461068.283	1.8741
719090.231	7461575.05	1.4453
718682	7461606	1.083
718886.1155	7461590.525	1.2482
719085.726	7461415.05	1.5575
718853.863	7461433.775	1.3015
718622	7461452.5	1.0885
719049.797	7459927.87	1.7202
719051.884	7460172.585	1.8724
718809.0085	7459934.38	1.6403
718820.669	7460168.793	1.7975
718568.22	7459940.89	1.656
718347.243	7459927.395	1.6283
718589.454	7460165	1.812
718376.202	7460141.823	1.7906
718126.266	7459913.9	1.6
717914.7535	7459920.14	1.5269
718162.95	7460118.645	1.814
717973.2665	7460112.645	1.7356
717110.4259	7459914.021	1.003
716924.8789	7459914.563	0.9845
717076.3388	7460053.003	1.052
716891.3047	7460054.641	1.0065
717783.583	7460106.645	1.6555
717703.241	7459926.38	1.4208
717295.973	7459913.48	1.0808
717499.607	7459919.93	1.242
717261.373	7460051.365	1.1703
717610.1795	7460083.745	1.5449
717435.7763	7460067.555	1.3812
719053.971	7460417.3	1.8593
719081.221	7461255.05	1.6742
719062.217	7460871.08	1.7726
719058.094	7460644.19	1.7949
718821.6105	7461277.025	1.4401
719071.719	7461063.065	1.7544
718832.3295	7460403.205	1.8319
718821.18	7460859.895	1.7223
718826.7548	7460631.55	1.7925
718821.3953	7461068.46	1.6232
718562	7461299	1.2233
718571.0715	7461073.855	1.5054
718389.5	7461304	1.1673
718610.688	7460389.11	1.8454
718405.161	7460356.25	1.8497
718595.4155	7460618.91	1.803
718393.5283	7460566.92	1.8238
718199.634	7460323.39	1.8633
718031.7795	7460305.15	1.8379
718191.641	7460514.93	1.8361
718021.1345	7460473.73	1.8356
717042.2517	7460191.985	1.1267
716857.7304	7460194.72	1.0494
717034.3929	7460331.561	1.0769
716861.0879	7460337.058	1.0255
717863.925	7460286.91	1.7938
717850.628	7460432.53	1.8103
717690.5215	7460264.01	1.752
717682.807	7460401.748	1.7693
717226.773	7460189.25	1.2566
717517.118	7460241.11	1.6533
717371.9455	7460215.18	1.4787
717207.698	7460326.065	1.2094
717514.986	7460370.965	1.6721
717361.342	7460348.515	1.4618
718580.143	7460848.71	1.6857
718381.8955	7460777.59	1.7412
718398.5715	7461078.855	1.4184
718264.2438	7460961.24	1.5318
718217	7461309	1.1456
718146.592	7461144.89	1.3148
718064.717	7461222.723	1.242
718133	7461368	1.101
718183.648	7460706.47	1.7752
718010.4895	7460642.31	1.7918
718129.916	7460843.625	1.662
717970.6738	7460774	1.7249
717837.331	7460578.15	1.7889
717675.0925	7460539.485	1.7316
717811.4315	7460704.375	1.7566
717656.9085	7460661.358	1.7017
717026.5341	7460471.138	1.0223
716864.4453	7460479.395	1.007
717041.7167	7460591.981	1.0084
716889.3985	7460606.152	1.0166
717188.623	7460462.88	1.1227
717512.854	7460500.82	1.6104
717350.7385	7460481.85	1.3634
717194.035	7460577.81	1.1028
717502.3855	7460618.34	1.5712
717348.2103	7460598.075	1.3518
717982.842	7461300.555	1.1676
718049	7461427	1.0545
717913.6398	7461334.485	1.1309
717981.5	7461444	1.0387
718076.184	7460980.78	1.5158
717996.434	7461077.445	1.4217
717930.858	7460905.69	1.6293
717871.6158	7461001.025	1.5441
717916.684	7461174.11	1.3167
717845.7795	7461224.97	1.2529
717812.3735	7461096.36	1.4318
717760.2285	7461153.598	1.3509
717785.532	7460830.6	1.7182
717746.7975	7460924.605	1.67
